"price","number_of_reviews","host_total_listings_count","bedrooms","minimum_nights","accommodates","price_level"
169,2,3,2,1,6,"Medium"
353,8,32,2,30,4,"High"
24,172,1,1,2,2,"Low"
36,197,8,1,2,2,"Low"
24,101,14,1,1,2,"Low"
86,154,2,2,4,5,"Medium"
402,187,2,1,2,2,"High"
88,64,2,1,1,2,"Medium"
43,27,2,2,31,4,"Low"
37,135,1,2,2,6,"Low"
403,313,1,1,2,2,"High"
81,6,18,2,30,4,"Medium"
333,14,32,1,30,4,"Medium"
290,71,7,5,3,10,"Medium"
428,27,32,1,30,3,"High"
378,77,1,1,2,2,"High"
276,87,5,6,3,16,"Medium"
35,413,1,1,2,2,"Low"
404,210,1,1,2,2,"High"
40,43,5,1,5,2,"Low"
17,325,1,1,2,2,"Low"
286,55,3,4,3,8,"Medium"
13,2,1,1,91,2,"Low"
34,215,1,1,2,2,"Low"
395,85,2,1,3,2,"High"
44,41,4,1,4,3,"Low"
393,38,10,8,2,15,"High"
417,49,2,1,1,2,"High"
95,356,3,1,2,4,"Medium"
25,196,4,1,2,2,"Low"
119,181,1,1,2,2,"Medium"
387,1,6,2,30,3,"High"
361,203,3,1,1,2,"High"
30,175,2,2,3,4,"Low"
113,41,1,2,2,5,"Medium"
85,236,1,1,2,4,"Medium"
208,218,3,2,2,5,"Medium"
131,12,2,2,3,4,"Medium"
43,167,2,1,1,5,"Low"
165,21,10,3,4,5,"Medium"
63,54,2,2,2,5,"Low"
402,208,1,1,21,2,"High"
18,228,1,1,4,2,"Low"
377,180,2,1,1,2,"High"
88,9,1,2,4,4,"Medium"
412,139,1,1,2,3,"High"
113,174,1,2,1,4,"Medium"
228,88,3,2,4,5,"Medium"
378,57,2,1,2,2,"High"
3,153,2,1,2,2,"Low"
413,177,2,1,2,2,"High"
429,299,10,1,1,2,"High"
369,583,10,1,1,2,"High"
403,211,2,1,2,1,"High"
431,49,1,1,2,2,"High"
229,64,1,2,3,4,"Medium"
58,752,1,1,1,2,"Low"
420,233,1,1,3,4,"High"
58,149,2,1,3,4,"Low"
23,44,1,1,5,2,"Low"
352,155,1,5,2,11,"High"
271,51,3,3,3,6,"Medium"
417,168,5,2,30,4,"High"
329,345,3,1,1,2,"Medium"
58,82,1,2,28,5,"Low"
412,71,1,1,1,2,"High"
165,29,2,3,30,6,"Medium"
28,419,3,1,1,2,"Low"
383,1,1,1,7,1,"High"
420,150,1,1,2,4,"High"
159,9,1,2,7,5,"Medium"
373,17,1,1,2,4,"High"
417,34,1,1,1,3,"High"
351,13,1,1,30,2,"High"
412,157,3,1,3,2,"High"
430,494,1,2,1,4,"High"
364,64,2,1,30,2,"High"
211,103,1,2,2,4,"Medium"
63,298,1,2,1,5,"Low"
59,36,1,2,2,4,"Low"
273,34,2,3,4,6,"Medium"
27,279,15,1,2,4,"Low"
403,253,1,1,30,4,"High"
115,3,11,1,31,1,"Medium"
28,66,1,1,2,2,"Low"
16,168,4,1,2,4,"Low"
46,175,1,1,2,4,"Low"
428,196,1,2,31,5,"High"
403,63,39,4,30,16,"High"
428,119,1,2,2,4,"High"
27,229,1,1,2,4,"Low"
49,33,1,2,3,5,"Low"
387,123,3,1,6,2,"High"
151,89,1,2,4,4,"Medium"
93,177,1,2,3,5,"Medium"
403,290,2,1,2,4,"High"
24,177,7,1,3,2,"Low"
5,112,2,1,2,2,"Low"
395,111,2,1,5,2,"High"
24,13,4,1,3,3,"Low"
366,129,1,1,2,2,"High"
264,45,1,2,30,5,"Medium"
66,48,3,1,1,2,"Medium"
69,30,1,2,14,4,"Medium"
412,266,6,1,2,2,"High"
109,43,1,3,30,6,"Medium"
56,14,1,3,28,6,"Low"
353,413,3,1,1,1,"High"
384,129,3,1,1,2,"High"
36,514,3,1,2,4,"Low"
412,11,2,1,365,2,"High"
25,111,11,1,1,2,"Low"
45,169,10,2,2,5,"Low"
130,174,2,2,2,4,"Medium"
403,89,2,1,2,4,"High"
24,21,2,1,30,4,"Low"
428,205,2,1,3,4,"High"
72,206,4,2,2,9,"Medium"
413,416,1,1,1,3,"High"
378,70,1,1,30,2,"High"
433,254,1,1,1,2,"High"
30,244,1,1,2,2,"Low"
214,379,2,1,3,4,"Medium"
63,111,1,2,7,4,"Low"
381,77,1,1,30,2,"High"
150,2,1,1,30,2,"Medium"
332,20,1,3,7,5,"Medium"
404,12,1,1,30,2,"High"
366,8,1,1,30,2,"High"
223,107,1,5,4,9,"Medium"
404,163,1,1,2,2,"High"
415,143,1,1,2,2,"High"
403,413,1,1,2,4,"High"
394,9,2,2,30,4,"High"
395,517,4,1,1,2,"High"
111,7,4,1,2,2,"Medium"
385,292,1,1,1,2,"High"
86,57,2,2,30,3,"Medium"
69,164,10,2,2,4,"Medium"
40,129,1,1,2,3,"Low"
77,47,1,2,3,4,"Medium"
17,103,3,1,2,2,"Low"
392,49,4,1,30,2,"High"
257,188,2,1,2,2,"Medium"
423,266,2,2,1,4,"High"
346,44,2,1,2,2,"High"
369,9,2,1,1,2,"High"
272,354,4,1,1,1,"Medium"
403,185,1,1,2,2,"High"
297,327,2,1,1,1,"Medium"
17,83,1,3,1,5,"Low"
287,25,1,1,30,1,"Medium"
45,235,2,2,1,6,"Low"
430,98,4,2,1,4,"High"
351,321,1,1,1,2,"High"
387,47,2,1,3,2,"High"
43,9,4,3,30,6,"Low"
170,194,1,2,2,5,"Medium"
351,11,1,1,153,2,"High"
28,115,1,2,30,6,"Low"
41,326,2,1,2,2,"Low"
312,462,3,1,1,2,"Medium"
391,125,3,1,3,2,"High"
23,231,2,1,3,4,"Low"
401,237,1,1,1,2,"High"
244,123,7,5,3,10,"Medium"
325,191,2,5,3,12,"Medium"
32,152,4,2,2,6,"Low"
19,413,3,2,1,5,"Low"
68,238,1,1,1,4,"Medium"
58,139,3,2,13,4,"Low"
304,31,6,3,28,6,"Medium"
428,107,2,1,2,4,"High"
308,1,4,1,30,2,"Medium"
364,103,1,2,1,4,"High"
413,259,2,1,2,4,"High"
123,197,2,1,30,2,"Medium"
63,61,1,2,1,4,"Low"
398,774,3,1,1,4,"High"
387,42,1,1,2,2,"High"
23,60,1,1,2,2,"Low"
292,2,4,1,30,1,"Medium"
163,39,2,2,6,2,"Medium"
61,102,5,1,2,2,"Low"
305,1,4,1,30,1,"Medium"
366,59,2,1,7,2,"High"
333,93,4,1,2,2,"Medium"
297,94,5,1,1,2,"Medium"
165,12,2,4,2,6,"Medium"
61,305,1,1,1,4,"Low"
384,101,2,2,1,4,"High"
395,171,2,1,1,3,"High"
394,2,1,1,30,2,"High"
292,39,4,1,31,2,"Medium"
18,205,4,1,2,4,"Low"
37,358,1,2,1,4,"Low"
359,3,3,5,2,10,"High"
375,266,1,1,2,4,"High"
23,74,2,1,3,4,"Low"
422,47,1,1,2,4,"High"
60,139,7,1,1,2,"Low"
398,119,1,1,30,2,"High"
28,6,2,2,31,5,"Low"
91,539,1,3,1,10,"Medium"
227,12,8,1,30,1,"Medium"
264,114,1,1,2,2,"Medium"
375,82,4,1,30,2,"High"
249,18,8,1,30,1,"Medium"
395,349,1,1,2,2,"High"
84,229,2,1,2,2,"Medium"
61,152,1,2,3,4,"Low"
420,87,3,1,2,4,"High"
74,154,9,2,2,6,"Medium"
24,278,1,1,2,2,"Low"
31,122,1,1,2,2,"Low"
403,18,3,2,30,4,"High"
387,111,2,1,3,2,"High"
112,279,1,1,2,4,"Medium"
113,2,7,3,7,5,"Medium"
420,185,2,1,1,4,"High"
422,474,18,1,1,2,"High"
15,165,11,1,1,2,"Low"
44,16,3,1,2,4,"Low"
28,135,1,1,30,3,"Low"
143,106,1,4,2,8,"Medium"
55,137,3,2,2,4,"Low"
52,79,2,2,30,4,"Low"
63,88,1,1,2,2,"Low"
422,126,4,1,30,2,"High"
28,156,1,1,2,4,"Low"
235,23,5,1,1,1,"Medium"
14,541,2,1,1,2,"Low"
56,454,1,2,1,4,"Low"
106,177,1,2,2,5,"Medium"
13,189,2,1,1,2,"Low"
48,273,1,1,2,5,"Low"
25,83,11,1,1,3,"Low"
63,49,1,2,30,5,"Low"
211,14,1,1,30,5,"Medium"
38,164,2,3,28,5,"Low"
414,183,3,1,3,2,"High"
116,232,1,2,2,5,"Medium"
430,579,1,2,1,5,"High"
333,58,3,2,1,2,"Medium"
353,49,2,1,3,2,"High"
58,127,1,2,2,5,"Low"
59,456,2,2,2,4,"Low"
88,248,2,1,2,2,"Medium"
88,82,1,2,2,5,"Medium"
52,187,3,1,2,3,"Low"
113,111,1,3,2,5,"Medium"
17,78,1,2,3,4,"Low"
279,149,6,1,1,3,"Medium"
227,124,6,2,1,4,"Medium"
425,165,1,2,3,4,"High"
350,2,3,7,30,16,"High"
131,18,1,3,3,6,"Medium"
415,2,1,1,30,4,"High"
33,41,1,3,30,6,"Low"
63,7,1,3,30,6,"Low"
415,6,11,1,30,2,"High"
25,162,4,1,2,4,"Low"
59,28,4,2,30,5,"Low"
45,43,11,1,1,2,"Low"
433,394,2,1,1,4,"High"
239,142,6,5,1,10,"Medium"
204,53,7,2,30,5,"Medium"
428,144,2,1,2,4,"High"
429,259,1,1,2,2,"High"
326,81,3,1,1,1,"Medium"
364,51,5,1,2,2,"High"
377,178,3,1,1,2,"High"
16,247,1,1,2,3,"Low"
13,438,2,1,2,2,"Low"
88,195,5,2,2,6,"Medium"
431,1,1,2,30,4,"High"
68,158,2,1,2,2,"Medium"
153,83,6,2,4,4,"Medium"
38,103,1,2,1,4,"Low"
272,83,2,1,2,1,"Medium"
39,247,2,2,1,5,"Low"
122,92,2,2,4,5,"Medium"
322,150,5,5,2,9,"Medium"
19,285,2,1,2,4,"Low"
33,43,1,2,2,4,"Low"
129,145,1,1,2,2,"Medium"
414,179,1,1,2,3,"High"
45,259,2,2,2,5,"Low"
33,267,1,1,2,4,"Low"
18,123,3,1,30,2,"Low"
13,23,2,3,30,4,"Low"
40,345,3,2,1,5,"Low"
395,362,2,1,2,4,"High"
39,87,7,3,2,6,"Low"
73,174,2,1,3,4,"Medium"
362,12,4,4,3,4,"High"
48,175,2,1,3,4,"Low"
381,210,2,1,2,1,"High"
184,360,1,1,1,2,"Medium"
425,81,2,1,2,3,"High"
16,244,1,1,2,4,"Low"
13,129,1,2,2,4,"Low"
78,15,2,2,20,3,"Medium"
261,7,4,3,21,6,"Medium"
415,126,1,1,1,2,"High"
417,17,3,1,30,2,"High"
32,270,1,2,1,4,"Low"
406,216,3,1,2,2,"High"
417,31,4,1,2,2,"High"
384,86,3,1,2,2,"High"
23,179,4,1,2,2,"Low"
19,284,1,2,2,4,"Low"
45,144,1,1,4,4,"Low"
66,19,2,2,2,5,"Medium"
369,252,1,1,1,2,"High"
13,2,5,2,30,4,"Low"
153,279,1,2,2,4,"Medium"
150,262,1,2,2,5,"Medium"
364,310,1,1,2,2,"High"
36,304,4,1,2,4,"Low"
378,140,6,1,1,2,"High"
420,161,1,2,2,4,"High"
429,194,1,1,2,3,"High"
43,300,1,1,2,4,"Low"
373,122,6,1,1,2,"High"
31,104,3,1,2,4,"Low"
53,37,2,1,7,2,"Low"
125,322,2,2,1,5,"Medium"
394,160,1,1,2,3,"High"
404,10,7,2,2,4,"High"
58,167,1,1,2,4,"Low"
63,64,3,2,4,4,"Low"
414,62,1,2,12,6,"High"
378,263,3,2,2,4,"High"
55,186,1,1,2,4,"Low"
32,71,7,2,4,5,"Low"
45,237,1,1,2,2,"Low"
31,122,6,1,30,4,"Low"
357,583,4,1,2,2,"High"
97,266,1,2,2,4,"Medium"
36,152,4,2,1,5,"Low"
13,60,1,2,2,4,"Low"
279,15,2,1,31,1,"Medium"
409,375,1,1,1,2,"High"
28,130,1,1,1,3,"Low"
383,78,4,1,2,1,"High"
366,25,11,1,31,1,"High"
95,1,1,1,31,2,"Medium"
23,79,1,1,2,2,"Low"
279,2,1,1,31,1,"Medium"
391,73,6,1,1,2,"High"
385,329,5,2,2,3,"High"
24,165,1,1,2,4,"Low"
79,265,3,2,2,6,"Medium"
428,339,1,1,2,2,"High"
53,116,3,1,1,2,"Low"
20,257,1,1,1,4,"Low"
357,376,1,1,1,2,"High"
73,143,1,1,2,2,"Medium"
88,119,3,3,3,8,"Medium"
408,83,4,1,58,4,"High"
18,255,2,2,2,4,"Low"
425,549,3,1,1,2,"High"
19,433,1,1,1,2,"Low"
62,28,3,1,6,4,"Low"
385,8,4,1,2,2,"High"
62,173,1,2,2,5,"Low"
433,245,1,1,2,2,"High"
420,129,1,1,3,3,"High"
355,21,6,1,1,2,"High"
33,74,1,1,3,4,"Low"
392,128,1,1,3,2,"High"
417,76,4,1,58,3,"High"
28,83,1,2,2,5,"Low"
13,341,1,2,1,5,"Low"
35,266,1,1,2,4,"Low"
36,68,8,1,3,3,"Low"
33,100,3,1,1,3,"Low"
72,138,1,1,2,3,"Medium"
395,96,2,1,28,1,"High"
163,147,3,1,2,2,"Medium"
373,8,1,1,31,2,"High"
212,126,3,2,2,4,"Medium"
14,211,1,1,2,2,"Low"
76,306,1,1,2,4,"Medium"
31,571,3,1,1,2,"Low"
93,123,4,1,2,2,"Medium"
25,356,4,2,3,4,"Low"
385,7,4,1,2,2,"High"
403,5,4,1,2,2,"High"
52,263,3,1,2,4,"Low"
211,90,8,4,4,8,"Medium"
21,270,1,1,2,2,"Low"
353,37,4,1,30,3,"High"
34,62,1,2,2,4,"Low"
43,33,1,2,3,4,"Low"
421,118,7,1,1,2,"High"
20,246,1,2,4,4,"Low"
24,154,1,1,2,2,"Low"
44,271,1,1,2,4,"Low"
417,145,1,1,1,3,"High"
52,86,3,1,1,2,"Low"
373,223,2,1,2,2,"High"
33,7,1,2,30,4,"Low"
43,109,1,2,2,4,"Low"
383,127,4,1,2,2,"High"
433,198,1,1,3,4,"High"
29,130,1,1,3,2,"Low"
189,7,3,5,30,7,"Medium"
257,68,8,1,10,1,"Medium"
48,532,7,1,1,4,"Low"
110,99,1,2,3,6,"Medium"
31,99,1,1,10,2,"Low"
165,141,2,2,3,4,"Medium"
109,23,1,1,3,2,"Medium"
38,95,3,2,2,6,"Low"
415,211,13,2,4,4,"High"
383,252,2,1,2,4,"High"
420,160,2,1,2,2,"High"
146,155,60,2,1,6,"Medium"
88,56,60,1,1,4,"Medium"
168,126,60,2,1,6,"Medium"
90,78,60,1,1,4,"Medium"
229,54,60,3,2,8,"Medium"
90,82,60,1,1,4,"Medium"
135,68,60,2,1,4,"Medium"
395,218,2,2,1,4,"High"
38,61,2,1,5,2,"Low"
353,16,2,1,10,2,"High"
76,597,7,1,1,4,"Medium"
45,360,1,2,2,5,"Low"
414,345,1,1,2,2,"High"
54,342,2,1,2,4,"Low"
385,288,1,1,1,5,"High"
433,52,1,1,2,3,"High"
59,210,4,1,2,2,"Low"
312,21,1,1,30,2,"Medium"
32,312,2,1,2,2,"Low"
369,143,5,1,1,2,"High"
430,264,2,1,2,3,"High"
34,299,1,1,2,4,"Low"
309,38,4,2,1,4,"Medium"
107,16,1,1,2,2,"Medium"
38,30,1,2,2,5,"Low"
107,297,1,2,1,5,"Medium"
63,278,1,1,2,4,"Low"
52,96,2,1,1,3,"Low"
428,275,2,1,2,2,"High"
412,66,1,1,2,2,"High"
33,202,1,1,1,2,"Low"
412,45,3,1,2,2,"High"
93,2,3,2,31,2,"Medium"
97,97,1,2,2,6,"Medium"
72,13,2,2,3,4,"Medium"
104,5,6,2,5,5,"Medium"
97,145,2,2,1,4,"Medium"
384,56,6,1,2,2,"High"
33,344,1,2,1,5,"Low"
107,659,1,1,1,5,"Medium"
53,62,1,2,2,5,"Low"
22,13,4,2,30,5,"Low"
20,312,2,1,10,2,"Low"
22,450,6,1,1,4,"Low"
110,166,3,2,2,5,"Medium"
33,210,4,1,2,2,"Low"
395,178,5,1,2,2,"High"
412,517,1,1,1,2,"High"
40,294,5,1,1,4,"Low"
355,207,1,2,1,4,"High"
412,213,2,1,2,3,"High"
423,43,8,1,1,4,"High"
329,23,2,1,2,2,"Medium"
433,69,2,2,7,4,"High"
247,145,1,2,4,5,"Medium"
408,278,2,1,1,2,"High"
390,21,2,1,30,1,"High"
31,205,4,1,1,4,"Low"
28,218,1,1,2,4,"Low"
29,89,1,1,2,2,"Low"
40,620,3,1,1,2,"Low"
421,116,1,1,2,2,"High"
58,365,2,3,21,6,"Low"
16,207,1,1,2,4,"Low"
40,251,1,2,2,4,"Low"
395,150,1,1,28,3,"High"
15,29,3,1,3,2,"Low"
25,477,7,1,1,4,"Low"
21,449,6,1,1,3,"Low"
32,334,2,1,3,3,"Low"
28,64,3,1,3,2,"Low"
58,12,1,3,30,6,"Low"
33,7,3,2,2,4,"Low"
20,244,1,1,2,2,"Low"
116,38,1,1,5,2,"Medium"
35,100,1,1,3,2,"Low"
134,397,1,5,1,12,"Medium"
409,31,5,1,5,2,"High"
395,7,1,1,1,2,"High"
67,76,3,4,1,6,"Medium"
19,269,16,1,1,2,"Low"
79,159,1,1,2,5,"Medium"
51,122,5,1,1,2,"Low"
41,102,1,2,2,5,"Low"
21,296,1,1,1,4,"Low"
433,77,1,1,3,4,"High"
24,241,16,1,1,2,"Low"
429,61,2,1,3,2,"High"
429,99,1,1,2,4,"High"
429,339,2,2,1,6,"High"
41,364,1,2,1,5,"Low"
14,36,6,1,4,2,"Low"
428,318,1,1,2,2,"High"
381,34,6,1,2,2,"High"
433,141,4,1,1,2,"High"
215,29,10,3,2,6,"Medium"
361,53,1,1,7,2,"High"
428,126,1,2,3,4,"High"
333,80,1,1,30,3,"Medium"
107,270,2,4,2,8,"Medium"
165,32,2,3,3,6,"Medium"
48,85,1,2,2,5,"Low"
107,477,9,3,1,6,"Medium"
34,283,1,1,2,2,"Low"
38,102,2,1,3,2,"Low"
166,89,4,2,2,5,"Medium"
53,2,2,1,31,3,"Low"
417,377,1,1,1,5,"High"
106,91,60,1,1,4,"Medium"
414,218,2,1,2,2,"High"
22,433,7,1,1,4,"Low"
116,165,2,2,7,6,"Medium"
412,22,3,1,14,4,"High"
102,67,504,1,1,4,"Medium"
154,60,504,2,1,6,"Medium"
93,7,4,2,2,4,"Medium"
48,45,1,1,1,3,"Low"
102,2,3,2,2,3,"Medium"
312,91,4,1,1,2,"Medium"
366,19,4,1,2,2,"High"
53,2,2,1,31,4,"Low"
420,51,1,1,1,2,"High"
429,181,2,1,3,3,"High"
233,223,2,5,2,10,"Medium"
88,145,2,3,2,5,"Medium"
34,477,9,2,1,5,"Low"
52,124,1,1,3,2,"Low"
35,9,5,2,31,5,"Low"
116,18,1,2,3,4,"Medium"
366,19,3,1,30,4,"High"
83,434,1,3,1,6,"Medium"
420,60,3,1,3,2,"High"
34,75,1,1,2,2,"Low"
287,13,7,1,30,1,"Medium"
20,419,1,1,1,2,"Low"
15,267,1,1,2,2,"Low"
41,287,23,2,1,4,"Low"
43,241,1,1,1,3,"Low"
60,16,1,2,30,4,"Low"
395,93,2,2,21,4,"High"
88,58,5,2,3,4,"Medium"
421,19,3,2,4,4,"High"
129,171,3,2,3,4,"Medium"
431,193,1,1,2,4,"High"
26,54,2,1,5,3,"Low"
403,377,1,1,2,2,"High"
72,151,1,1,4,4,"Medium"
88,54,2,2,1,4,"Medium"
361,107,2,1,1,2,"High"
77,254,1,2,1,5,"Medium"
109,28,1,2,2,4,"Medium"
91,193,1,1,3,2,"Medium"
148,189,2,3,2,6,"Medium"
169,116,1,2,5,4,"Medium"
36,84,2,1,2,4,"Low"
14,126,2,1,2,5,"Low"
33,49,1,1,28,2,"Low"
433,28,2,2,2,4,"High"
415,590,1,1,1,2,"High"
357,61,1,2,31,6,"High"
39,557,7,1,1,3,"Low"
24,144,2,1,2,2,"Low"
13,73,2,1,3,1,"Low"
211,25,1,3,2,6,"Medium"
234,76,1,5,3,16,"Medium"
15,183,1,1,2,5,"Low"
23,141,1,1,3,5,"Low"
52,132,1,1,2,2,"Low"
387,2,5,1,31,2,"High"
63,45,1,2,2,6,"Low"
431,45,2,1,2,3,"High"
33,3,1,2,30,4,"Low"
431,573,2,1,1,2,"High"
124,137,1,2,2,5,"Medium"
428,2,1,1,2,2,"High"
92,67,6,2,2,5,"Medium"
329,98,4,1,1,2,"Medium"
149,435,3,3,1,5,"Medium"
425,8,5,2,30,4,"High"
74,399,9,2,1,5,"Medium"
40,227,1,1,2,2,"Low"
39,49,1,2,4,4,"Low"
404,32,2,1,2,2,"High"
29,157,1,1,4,2,"Low"
72,127,1,2,2,5,"Medium"
392,62,1,1,1,2,"High"
433,152,1,1,1,2,"High"
133,174,2,2,3,4,"Medium"
96,45,12,1,1,3,"Medium"
84,17,12,1,1,3,"Medium"
431,249,1,2,1,4,"High"
75,23,12,1,1,2,"Medium"
68,23,12,1,1,3,"Medium"
83,18,12,1,1,3,"Medium"
61,31,12,1,1,3,"Low"
78,59,1,3,2,5,"Medium"
33,43,3,2,7,2,"Low"
23,107,5,1,1,2,"Low"
28,167,3,1,3,2,"Low"
63,32,2,1,2,2,"Low"
297,217,9,1,3,2,"Medium"
192,338,9,1,3,2,"Medium"
412,177,2,1,1,2,"High"
385,174,3,1,2,2,"High"
38,34,1,1,31,2,"Low"
96,249,3,1,2,2,"Medium"
62,161,1,2,1,5,"Low"
13,99,3,1,4,2,"Low"
428,159,1,1,3,2,"High"
43,120,1,2,3,4,"Low"
77,181,1,2,3,4,"Medium"
140,48,1,2,2,4,"Medium"
297,277,4,1,1,2,"Medium"
421,329,1,1,2,2,"High"
323,159,3,3,2,10,"Medium"
15,133,1,1,2,2,"Low"
433,9,1,2,30,4,"High"
85,329,1,1,2,5,"Medium"
48,240,1,2,1,5,"Low"
381,71,1,1,2,2,"High"
109,128,1,1,2,2,"Medium"
27,186,1,1,2,3,"Low"
52,98,2,2,2,5,"Low"
414,193,2,1,3,2,"High"
88,69,1,2,2,5,"Medium"
292,260,2,1,1,2,"Medium"
423,257,2,1,1,4,"High"
25,67,1,1,7,2,"Low"
422,18,4,2,30,4,"High"
408,446,1,1,1,2,"High"
98,205,1,1,2,4,"Medium"
186,25,2,2,3,5,"Medium"
37,183,4,2,1,4,"Low"
50,217,4,1,1,4,"Low"
402,24,1,1,30,4,"High"
30,484,2,1,1,2,"Low"
38,24,2,1,5,4,"Low"
63,170,1,1,2,4,"Low"
421,200,1,1,2,4,"High"
387,6,1,2,29,4,"High"
433,178,1,1,1,2,"High"
428,153,1,1,2,2,"High"
18,169,2,1,2,3,"Low"
29,164,3,1,2,2,"Low"
404,14,1,1,30,2,"High"
383,155,1,1,4,4,"High"
32,69,3,1,2,3,"Low"
146,228,1,1,1,5,"Medium"
102,1,3,1,3,4,"Medium"
210,15,11,1,2,1,"Medium"
406,75,1,1,1,3,"High"
73,76,1,1,2,2,"Medium"
312,10,2,1,31,1,"Medium"
312,7,2,1,31,1,"Medium"
19,36,2,1,2,2,"Low"
63,49,2,2,2,5,"Low"
13,17,11,2,2,4,"Low"
80,89,1,1,4,5,"Medium"
13,2,2,2,30,4,"Low"
66,87,3,1,1,4,"Medium"
430,65,2,1,2,2,"High"
43,28,5,2,3,5,"Low"
32,186,3,1,1,3,"Low"
118,429,1,2,1,5,"Medium"
395,26,3,1,2,3,"High"
433,40,2,1,1,2,"High"
428,4,2,2,30,5,"High"
392,17,2,1,30,2,"High"
90,289,4,2,1,5,"Medium"
428,2,2,2,2,4,"High"
42,291,1,1,2,3,"Low"
387,248,1,1,1,2,"High"
377,204,1,1,1,2,"High"
430,144,1,1,2,3,"High"
412,57,1,1,2,2,"High"
412,26,1,1,30,2,"High"
385,21,4,2,1,3,"High"
420,82,1,1,2,4,"High"
165,1,10,2,30,5,"Medium"
88,62,12,2,1,5,"Medium"
312,99,7,1,2,2,"Medium"
404,73,1,2,2,2,"High"
413,516,1,1,1,2,"High"
430,240,1,2,2,4,"High"
395,11,13,1,31,2,"High"
413,136,1,1,2,4,"High"
18,161,1,1,2,4,"Low"
305,66,2,1,2,1,"Medium"
364,14,4,1,30,2,"High"
82,180,1,3,2,6,"Medium"
38,219,8,1,1,2,"Low"
412,12,1,1,2,2,"High"
78,190,1,1,2,4,"Medium"
111,77,220,3,2,6,"Medium"
413,86,5,1,1,2,"High"
43,38,5,1,30,2,"Low"
228,73,1,3,2,6,"Medium"
166,144,1,2,2,4,"Medium"
63,47,2,4,28,6,"Low"
334,29,1,2,4,5,"Medium"
18,61,1,1,30,2,"Low"
34,89,1,1,3,2,"Low"
53,287,1,2,4,5,"Low"
55,201,3,2,2,5,"Low"
420,15,1,1,30,2,"High"
41,154,1,1,2,4,"Low"
